,firstwall_thickness,firstwall_armour_material,firstwall_structural_material,firstwall_coolant_material,blanket_thickness,blanket_structural_material,blanket_breeder_material,blanket_multiplier_material,blanket_coolant_material,blanket_breeder_li6_enrichment_fraction,blanket_breeder_packing_fraction,blanket_multiplier_packing_fraction,blanket_multiplier_fraction,blanket_breeder_fraction,blanket_structural_fraction,blanket_coolant_fraction,firstwall_armour_fraction,firstwall_structural_fraction,firstwall_coolant_fraction,tbr,tbr_error,sim_time
0,1.710621201837208,tungsten,eurofer,D2O,159.18742096218784,eurofer,Li2TiO3,Be,He,0.010344339765279488,0.007487804711645452,0.6060927004397043,0.012289206650526864,0.032637261341671164,0.5868391744406456,0.3682343575671565,0.15521358051431267,0.7734657954199441,0.07132062406574323,0.00044813350449054415,1.2357472478937968e-06,9.440532922744753
1,4.867246963093052,tungsten,eurofer,D2O,319.33590465121137,eurofer,Li2TiO3,Be,He,0.9742514081954108,0.09011924799788028,0.7011984014745708,0.1908142639464557,0.1865353000455849,0.020229247090830432,0.6024211889171289,0.09683769580981992,0.6288139875222594,0.2743483166679208,1.3911347921746555,0.005290637871231486,7.5111732482910165
2,2.932312664221257,tungsten,eurofer,D2O,221.4084393050804,eurofer,Li2TiO3,Be,He,0.11910593556824688,0.9378398701985172,0.9440547018740224,0.07211824585425132,0.19304810081552945,0.7323877325483146,0.0024459207819046303,0.2882698618809998,0.26896482222240026,0.4427653158966,0.4590759311147939,0.0009300260091800887,8.076433658599854
3,6.107601639794567,tungsten,eurofer,D2O,496.9101121011444,eurofer,Li2TiO3,Be,He,0.9281707481380276,0.6907394402704833,0.9196141133404304,0.7568696733219112,0.08958086718176772,0.11278329928265572,0.04076616021366533,0.17006119272249473,0.15526198967361082,0.6746768176038944,1.230382584199147,0.005304780382199914,7.442460775375366
4,1.8962435898084864,tungsten,eurofer,D2O,142.0849533228549,eurofer,Li2TiO3,Be,He,0.02193904855364348,0.7865787820557244,0.3851884122743509,0.6712164054626049,0.03992052465509705,0.08798684268733742,0.2008762271949606,0.6845826176953558,0.016750680297245326,0.2986667020073988,0.4378203855646191,0.001528470447686713,8.931674480438232
5,1.7884201696577784,tungsten,eurofer,D2O,336.4194638241387,eurofer,Li2TiO3,Be,He,0.1263712427491548,0.3493942300726446,0.4145955032512672,0.16242921749967112,0.282107339172306,0.2764716809460321,0.2789917623819909,0.7826518629074846,0.09569442254915356,0.1216537145433618,0.6418655707851235,0.0012942140744132188,8.072198152542112
6,18.122875551061558,tungsten,eurofer,D2O,61.71570573388911,eurofer,Li2TiO3,Be,He,0.913622058722836,0.2010622038406733,0.05448855503764727,0.0033020497933909892,0.08540374460202048,0.5123926798343357,0.398901525770253,0.0034607073499493077,0.15637585731603107,0.8401634353340198,0.20524416097407225,0.0010348022829549225,15.633076190948485
7,4.805792631297186,tungsten,eurofer,D2O,104.48022981861072,eurofer,Li2TiO3,Be,He,0.8878608498500418,0.9413167099332882,0.6626737673199269,0.4490345643313682,0.2969956230622126,0.0802947602885413,0.1736750523178778,0.16699374686981516,0.04744635033402224,0.7855599027961627,1.2564344891685626,0.0054429822807439895,6.6373353004455575
8,18.081553920391922,tungsten,eurofer,D2O,130.5891792697233,eurofer,Li2TiO3,Be,He,0.5502316881333835,0.2414460225133481,0.6028697110218516,0.6712634407662632,0.1301923915561083,0.15788607615657085,0.04065809152105763,0.4551365528973928,0.4238310643530773,0.12103238274953007,0.3221927667369674,0.0013979085594268605,8.718214273452759
9,6.828382843242992,tungsten,eurofer,D2O,211.49817694416328,eurofer,Li2TiO3,Be,He,0.6951854276007671,0.8447975557362862,0.265614779502114,0.366766931331504,0.015875864027318762,0.405334476236096,0.2120227284050813,0.1836530039079873,0.6400364351883391,0.1763105609036738,0.3607991792381293,0.0013691951231977054,8.247804641723633
10,12.397098440289113,tungsten,eurofer,D2O,246.6651289264453,eurofer,Li2TiO3,Be,He,0.8881893281325537,0.9219546392050048,0.5153447013664377,0.1832226337299669,0.27154104222090697,0.3596834459862053,0.1855528780629208,0.01823864243022504,0.9500290823280308,0.0317322752417441,0.9262008406761332,0.002456302931038273,7.837380170822143
11,13.706371113441858,tungsten,eurofer,D2O,467.29735526158913,eurofer,Li2TiO3,Be,He,0.2192681181098589,8.631631658806427e-05,0.4732804330411052,0.5069037607391949,0.07926254118538965,0.17986596671842348,0.2339677313569921,0.5153522710638109,0.1392115316906424,0.34543619724554675,0.002684508721042005,2.139707933102104e-05,8.228736400604246
12,13.103915847091296,tungsten,eurofer,D2O,342.29411770033806,eurofer,Li2TiO3,Be,He,0.4403945629094769,0.5796134615871492,0.7741802513496804,0.034277225046048035,0.0538430692888873,0.4616780137626458,0.4502016919024188,0.5390415668271529,0.2486134489038888,0.2123449842689584,0.24798636690109296,0.001680129952757235,8.551321744918821
13,13.637264141876766,tungsten,eurofer,D2O,53.47813529006057,eurofer,Li2TiO3,Be,He,0.6809378598180865,0.38581937932694377,0.6638810780164728,0.0026676814423728075,0.00891958848825958,0.04102051553951172,0.9473922145298558,0.25756327050531536,0.5449108374659581,0.19752589202872656,0.012887225418844524,0.00014017954478784812,6.9874303340911865
14,5.972847829999006,tungsten,eurofer,D2O,156.65607268086512,eurofer,Li2TiO3,Be,He,0.012235938475157138,0.09089698945992253,0.2777280546184061,0.014607005364763209,0.6342445434012052,0.14129396038351874,0.2098544908505129,0.4930541323045687,0.27418913800114564,0.2327567296942857,0.08214361766585289,0.00027246129049862547,8.305351495742798
15,11.513980595574012,tungsten,eurofer,D2O,256.0266048513158,eurofer,Li2TiO3,Be,He,0.7836993338794935,0.8552213302102845,0.9624134596642584,0.2390324663782277,0.5495914381659515,0.16362176506393722,0.047754330391883724,0.5436176038124019,0.045931557094930825,0.4104508390926673,0.7337022831252826,0.004469885503241461,7.172035455703735
